dataset,modality,path,label,group_id,split
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1479871.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1496491.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1506986.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1519187.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1533769.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1543611.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1555553.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1556971.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1567712.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1576565.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1579380.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1591653.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1594852.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1603277.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1611581.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1611993.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1637329.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1653375.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1654960.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1655319.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1658555.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1659148.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1659317.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1659731.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1664055.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1681095.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1683818.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1690469.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1701829.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1705054.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1708689.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1712120.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1720321.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1724924.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1734430.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1737077.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1737085.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1738496.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1760580.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1766425.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1778872.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1794164.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1807940.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1809605.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1813321.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1821433.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1833862.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1842805.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1846103.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1861001.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1862819.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1869677.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1881643.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1883531.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1886121.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1893715.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1929298.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1933398.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1939610.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1941384.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1948635.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1949036.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1959675.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1964458.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1988690.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_1999238.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2006889.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2008195.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2018773.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2026146.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2028805.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2032476.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2038170.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2038901.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2040882.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2050794.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2060624.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2079819.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2091673.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2095154.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2104365.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2123885.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2131399.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2136816.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2164850.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2169349.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2183037.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2185362.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2189641.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2204353.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2212426.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2220720.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2228641.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2239661.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2252399.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2263211.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2274606.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2291264.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2310737.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2318160.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2327498.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2331981.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2333541.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2334188.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2340825.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2346599.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2363183.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2367899.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2369833.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2378744.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2389494.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2389765.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2390711.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2396633.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2416538.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2417895.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2422297.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2427933.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2449712.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2453330.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2472289.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2476343.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2485725.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2496514.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2508053.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2516382.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2518987.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2520496.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2526658.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2556764.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2571019.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2598117.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2604446.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2626325.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2630883.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2634970.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2639105.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2654479.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2670696.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2689476.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2689521.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2695091.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2698530.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2707288.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2724699.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2732640.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2741757.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2754300.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2760189.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2768684.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2774758.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2782407.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2803648.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2806150.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2813590.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2849844.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2859919.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2860247.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2862236.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2863082.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2868405.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2872359.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2881179.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2888827.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2889500.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2901718.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2908310.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2910905.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2918223.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2920009.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2920207.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2920588.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2924653.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2929867.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2937244.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2938164.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2938440.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2942769.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2945850.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2958099.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2973553.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2975559.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2977712.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2987481.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2996902.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_2998894.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3009969.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3019059.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3024416.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3024431.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3027894.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3038598.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3040671.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3042268.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3046025.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3056098.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3073758.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3079188.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3079837.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3082795.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3086617.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3094087.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3096505.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3104226.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3104490.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3117274.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3117348.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3119133.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3120745.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3137946.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3141328.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3145606.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3156192.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3157175.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3158870.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3179640.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3189395.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3196844.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3205288.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3206059.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3207844.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3211572.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3217409.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3226786.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3227446.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3229399.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3232132.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3232399.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3235154.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3239970.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3252013.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3253940.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3267875.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3273748.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3278230.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3313354.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3317455.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3331836.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3338105.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3347716.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3349138.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3351086.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3355151.flac,1,fake:LA,test
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3363997.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3384869.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3388709.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3404666.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3420613.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3435721.flac,1,fake:LA,train
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3436518.flac,1,fake:LA,val
asvspoof,audio,data\audio\asvspoof\fake\LA_D_3436742.flac,1,fake:LA,train
