dataset,modality,path,label,group_id,split
celeb_df,image,data\image\celeb_df\fake\id0_id17_0001_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0002_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0002_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0002_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0002_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0002_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0003_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0003_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0003_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0003_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0003_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0005_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0005_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0005_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0005_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0005_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0006_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0006_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0006_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0006_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0006_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0007_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0007_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0007_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0007_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0007_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0009_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0009_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0009_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0009_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id17_0009_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0000_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0000_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0000_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0000_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0000_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0001_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0001_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0001_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0001_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0001_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0002_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0002_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0002_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0002_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0002_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0003_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0003_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0003_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0003_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0003_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0005_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0005_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0005_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0005_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0005_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0006_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0006_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0006_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0006_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0006_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0007_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0007_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0007_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0007_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0007_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0009_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0009_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0009_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0009_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id1_0009_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0000_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0000_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0000_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0000_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0000_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0001_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0001_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0001_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0001_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0001_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0002_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0002_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0002_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0002_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0002_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0003_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0003_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0003_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0003_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0003_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0004_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0004_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0004_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0004_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0004_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0005_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0005_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0005_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0005_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0005_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0006_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0006_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0006_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0006_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0006_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0007_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0007_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0007_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0007_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0007_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0009_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0009_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0009_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0009_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id20_0009_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0000_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0000_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0000_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0000_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0000_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0001_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0001_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0001_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0001_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0001_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0002_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0002_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0002_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0002_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0002_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0003_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0003_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0003_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0003_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0003_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0004_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0004_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0004_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0004_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0004_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0005_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0005_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0005_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0005_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0005_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0006_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0006_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0006_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0006_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0006_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0007_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0007_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0007_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0007_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0007_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0009_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0009_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0009_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0009_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id21_0009_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0000_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0000_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0000_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0000_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0000_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0001_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0001_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0001_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0001_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0001_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0002_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0002_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0002_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0002_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0002_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0004_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0004_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0004_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0004_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0004_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0005_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0005_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0005_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0005_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0005_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0007_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0007_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0007_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0007_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0007_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0009_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0009_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0009_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0009_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id23_0009_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0000_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0000_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0000_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0000_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0000_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0001_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0001_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0001_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0001_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0001_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0002_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0002_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0002_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0002_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0002_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0003_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0003_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0003_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0003_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0003_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0004_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0004_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0004_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0004_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0004_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0005_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0005_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0005_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0005_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0005_f000120.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0006_f000000.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0006_f000030.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0006_f000060.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0006_f000090.jpg,1,fake:id0,val
celeb_df,image,data\image\celeb_df\fake\id0_id26_0006_f000120.jpg,1,fake:id0,val
